customer_id,customer_name,age,sex,height,weight,membership_type
6605,Marvin Barnes,27,1,,,adults
2904,Betty Mejia,40,0,,,
1170,Barry Goddard,47,1,,,adults
5763,Tristan Jones,46,1,,193,adults
6537,Scott Hilley,28,1,5.7,205,adults
5346,James Riendeau,27,1,6.6,194,adults
1749,Brett Limon,52,1,,,adults
1249,Pamela Farmer,39,0,5.4,154,
4987,Hattie Keener,50,0,4.9,,
165,Steven Weishaar,53,1,5.7,,adults
5662,Irma Mendez,42,0,5.4,,
6638,Claire Gaddy,43,0,5.9,,adults
3976,Joseph Broun,33,1,,,adults
5898,Rosa Terry,36,0,,,
2083,Carl Gaskamp,51,1,6.1,,adults
5515,Christopher Issac,44,1,,213,adults
3719,Anthony Offutt,42,1,,,adults
8762,Dolores Conkel,42,0,,,
3759,Ryan Haggett,49,1,6,,adults
6805,David Conn,54,1,,,adults
492,Jeffrey Rogers,19,1,,,adults
6865,Frank Raulston,38,1,,203,adults
3001,Patricia Harris,26,0,,,adults
9368,Emilia Millard,50,0,,,
4073,Lonnie Bacon,11,0,5.2,81,kids
1114,Bradford Branch,47,1,,,adults
4400,Franklin Peeples,37,1,5.9,195,adults
8911,Henry Mcnichols,15,1,,137,youth
1929,Thomas Scanlon,52,1,,,adults
4399,James Brooks,24,1,,,adults
586,Dean Smith,44,1,,,adults
1681,Shirley Dickey,23,0,,164,
2125,Vera Blair,20,0,4.7,165,
7392,Pearl Finney,48,0,5.7,169,
9803,Kenneth Mitchell,47,1,6,,adults
6809,Diana Basile,32,0,,,
9784,James Jackson,19,1,,,adults
8214,Henry Greene,67,1,6.2,,adults
4915,Allan Ryan,35,1,,187,adults
7511,Betty Fite,55,0,,,
8807,Heather Kruger,42,0,,,adults
1887,Harlan Tanenbaum,55,1,6,197,adults
5002,Joyce Jenkins,30,0,,168,
604,Jeanette Blair,46,0,5.2,,adults
4780,Harlan Bauer,34,1,,,adults
3936,Tina Ryan,26,0,,172,adults
7288,Patricia Mcdonald,38,0,,,adults
9474,Jeannette Weston,27,0,5.2,,
762,Nicholas Wright,53,1,,195,adults
5927,Robert Moody,55,1,,206,adults
714,Mabel Chin,51,0,,165,
8721,Brenda Hicks,46,0,4.8,,
881,Michael Dupre,7,1,,68,kids
4457,Jane Valenzuela,65,0,,,
2701,Mary Green,44,0,,,
460,Patricia Stark,43,0,,182,
7686,William Warrick,52,1,6,204,adults
9536,Dorothy Gray,54,0,4.7,168,
9087,Flora Patterson,30,0,,,adults
4513,Deborah Hagins,26,0,,,
5675,Mary Pennington,66,0,,171,
5774,Paula Houck,47,0,,,adults
3898,Clifford Hillhouse,53,1,,194,adults
337,Rose Favero,29,0,,176,
7474,Joanne Cunningham,28,0,,,adults
1871,Juan Porter,51,1,,203,adults
7062,Dollie Delatrinidad,41,0,,,adults
5645,Donald Lewis,32,1,,,adults
9883,Curtis Martini,46,1,5.6,200,adults
5755,Mary Gallo,43,0,4.7,,adults
1239,David Anderson,40,1,,,adults
3653,Jann Lee,19,0,,,
4435,Kenneth Soares,8,1,5.3,78,kids
2649,Lillian Cotter,49,0,5.4,,
9632,Debra Sanchez,49,0,5.7,,
3627,William Vanhampler,38,1,6.6,,adults
5883,Edward Fullmer,23,1,,,adults
1630,Wesley Sanders,33,1,5.3,193,adults
4824,Mayra Hart,37,0,,,
4925,Anthony Martin,59,1,,,adults
7497,Christine Ahern,25,0,,,
9289,Mario Dotolo,30,1,,202,adults
1925,Mary Canady,24,0,,,
9014,Tyler Black,46,1,5.3,192,adults
8213,Sheila Lupien,49,0,4.6,,
5434,Gordon Foy,36,1,5.7,,adults
27,Lucinda Kessler,29,0,5.1,,
1221,Gerald Pelcher,12,1,4.3,75,kids
4839,Michael Phillips,53,1,,201,adults
7276,Jacqueline Delsignore,57,0,4.8,,
9267,Willa Hernandez,26,0,4.7,178,adults
9694,Rogelio Mcevoy,46,1,,,adults
3704,Gary Grimm,41,1,6.2,196,adults
8053,Kyle Placko,66,1,,,adults
5580,Steven Emberton,51,1,,,adults
6257,Roy Guzman,25,1,,,adults
3767,Jeanette Price,31,0,4.8,,
9163,Henry Davis,32,1,,206,adults
1492,Lindsey Johnson,32,0,4.3,,
83,Michelle Woods,47,0,4.8,,
9958,Kathleen Palermo,15,0,5,147,youth
451,Dale Harrison,18,1,,202,adults
7383,Freda Casey,44,0,4.7,172,
4767,Robert Vanderkam,13,1,5.2,142,youth
3500,Susan Miles,50,0,4.5,,
5916,Rachel Nguyen,67,0,,,
7655,Linda Stinson,70,0,4.7,165,
8123,Paula Harris,42,0,5.1,,
5834,Diane Alford,46,0,,168,
3277,Joy Case,7,0,,71,kids
1848,Danny Petitt,53,1,5.3,205,adults
7921,Leslie Stumpf,17,0,4.9,142,youth
1949,Patricia Price,22,0,,164,
6166,Shannon Cofield,29,0,4,,
4760,Peter Dozier,14,1,,139,youth
896,April Loyd,22,0,,,adults
7774,Guy Moore,53,1,,197,adults
1379,William Urbina,21,1,5.6,193,adults
7235,Andrew Perry,29,1,6.4,,adults
7479,Janice Brandon,28,0,,167,
8415,Clair Hinton,33,1,7.2,197,adults
4318,Crystal Patterson,40,0,,,
6944,Michael Addams,40,1,5.6,192,adults
1851,Dwayne Berrios,59,1,,,adults
5076,Bobby Saccucci,66,1,5.5,,adults
668,Robert Schultz,28,1,5.1,,adults
5945,Jordan Moreland,43,1,5.4,191,adults
6843,Terry Sweed,31,1,,,adults
1358,Emerson Kimsey,55,1,6.3,,adults
8302,Vivian Schwarz,55,0,,,adults
9733,Daniel Smith,37,1,6.7,,adults
6937,Jose Sorensen,48,1,,,adults
1911,Betty Souders,28,0,5.6,,adults
3534,Mary Jamison,28,0,,,
8469,Willie Goupil,35,1,,,adults
6642,Nellie Perkins,14,0,4.9,149,youth
3837,Patrick Markey,44,1,6.2,208,adults
1353,Elsie Geerdes,45,0,,170,
7611,Steven Gutierrez,35,1,,,adults
7398,Antonette Gregg,33,0,6,,
4628,Jeffrey Hohn,63,1,,,adults
2346,Santiago Malek,45,1,5.3,,adults
9926,Lavonia Alvarez,60,0,,,
1455,Cynthia Woodley,40,0,,,
1771,Henry Dorman,32,1,,196,adults
9297,William Kiner,52,1,,,adults
4534,Sean Huston,45,1,,204,adults
1307,Ronald Bell,34,1,,201,adults
5777,Samuel Ecton,46,1,5.4,193,adults
6800,Lisa Morrison,70,0,6,,adults
7322,Jason Jones,40,1,,192,adults
3343,Gloria Campbell,47,0,4.4,,
8905,Georgia Remmers,22,0,5.3,,
3139,Dustin Thompson,33,1,,,adults
7401,Stephanie Morris,50,0,,,
1616,Joseph Ramsey,37,1,,189,adults
9622,Morris Gurrola,31,1,5.8,192,adults
9475,Linda Collin,50,0,5.4,163,
8688,Frank Patterson,11,1,,80,kids
4236,Judith Chitty,22,0,5.8,,adults
8385,Elaine Marr,13,0,5.3,130,youth
105,Babette Nguyen,66,0,6,,
7968,Domenic Marcotte,38,1,5.5,,adults
6581,Alexander Robinson,55,1,,,adults
4649,Brittany Mcnamara,55,0,,,adults
3010,Pedro Tapley,25,1,,198,adults
6066,Jackson Sullivan,29,1,6.7,196,adults
126,Jessie Bell,41,1,,,adults
8711,Frank Sherrill,30,1,,,adults
3028,Patricia Minor,21,0,4.8,,
2924,Gregory Long,59,1,,,adults
7885,Latoya Wilson,48,0,,169,adults
7776,Phillip Cataldo,49,1,,,adults
9048,Monique Mueller,25,0,,165,
8473,Ronald Mcdole,61,1,,,adults
4280,Arthur Aubuchon,25,1,,,adults
9544,Barbara Fields,54,0,4.8,171,
8160,Gerardo Cole,34,1,,200,adults
5129,Clinton Brown,57,1,4.8,,adults
2647,Laura Paz,50,0,,,
6534,Christina Briggs,64,0,,,adults
3133,Pedro Boggs,32,1,,,adults
6251,Lynn Goode,45,0,,,
7174,Mary Quimby,33,0,5.2,162,
3833,Sarah Merrill,62,0,4.7,,
2552,Jose Stinson,29,1,4.9,,adults
1054,Delphine White,24,0,4.9,,adults
5753,Gina Mckenzie,37,0,4.2,,
9867,Lois Croteau,46,0,4.8,,
2650,Michael Martin,44,1,4.8,,adults
383,Mark Witt,28,1,5.9,201,adults
2610,Ann Johnson,70,0,6.7,158,
6931,Anthony Rubio,54,1,5.3,,adults
2221,Steve Hartnett,45,1,,198,adults
6497,Martha Millan,60,0,5.2,,adults
9793,Randy Owen,36,1,,,adults
2745,Patrick Bates,42,1,,206,adults
9094,Mark Infantino,26,1,5.2,189,adults
498,Andrew Fleming,8,1,5.3,82,kids
2462,Jason Chambers,33,1,,198,adults
5740,Jacob Burney,35,1,,203,adults
1746,Darius Perez,47,1,,,adults
7331,Alexander White,27,1,5.3,,adults
7631,Edward White,31,1,4.7,,adults
7932,Kim Helms,38,1,5.4,,adults
2656,Robert Knoll,17,1,4.9,144,youth
5159,William Brown,35,1,5.3,,adults
2864,Keith Escobar,27,1,,,adults
3400,Roy Ball,42,1,5.9,,adults
3699,Jonathan Orourke,22,1,,194,adults
3359,Elena Bristol,22,0,,165,
3371,Cathy Wilson,32,0,4.5,169,
40,Joseph Coco,44,1,6.6,,adults
4828,Susan Boyd,52,0,,,
3184,Julia Tricarico,47,0,4.8,,
5727,Minnie Ryan,38,0,,,adults
5846,Lori Leavens,37,0,,169,
1532,David Franks,23,1,,200,adults
7857,Woodrow Harrison,32,1,5.2,197,adults
6260,James Plata,16,1,,134,youth
6309,Joyce Patrick,52,0,,,
9160,Dorothy Walker,7,0,,74,kids
6259,Linda Caccavale,40,0,,,
4139,Winford Miller,37,1,,190,adults
8698,David Mann,10,1,,75,kids
6760,Nestor Andrews,49,1,,,adults
9020,Tobi Walt,28,0,,171,
2660,William Sheller,48,1,,,adults
9026,Christopher Harris,55,1,,,adults
7888,Donald Russell,55,1,,,adults
4864,Joseph Murray,49,1,,,adults
8447,Gregory Joseph,40,1,,204,adults
5103,Michael Swainston,42,1,6.3,192,adults
2731,Deloris Tallent,52,0,,169,
6945,Deana Chow,47,0,5.2,159,
9078,Lois Powers,60,0,5,,
8229,Katie Cadet,50,0,5.3,171,
2726,Felicitas Roberts,7,0,5.9,85,kids
8004,Judith Nolte,44,0,,,adults
8017,Alyce Smialek,59,0,5.3,,
8132,John Spann,56,1,,198,adults
7648,Deborah Trimble,66,0,,,
324,Tracy Gravitt,31,0,,,
6591,Lucille Alberson,49,0,,172,
2431,Maria Mason,25,0,,,
7135,Terrence Perri,30,1,,,adults
1545,Diana Pomrenke,28,0,5.9,,adults
4344,Tara Talton,19,0,,165,
3798,Stanley Galban,21,1,4.8,,adults
6793,William Hall,55,1,,,adults
832,Joe Mullen,55,1,5.8,192,adults
6876,Man Simpson,56,1,,,adults
8061,Frank Martinez,35,1,,194,adults
7125,Zachary Sanders,36,1,,,adults
4990,Teresa Koeppen,30,0,5.8,,
3620,Lawrence Garza,51,1,4.7,195,adults
1174,Kathleen Nguyen,38,0,4.7,,
5611,Mary Sanders,47,0,,167,
9591,Angela Land,25,0,,,
7977,Nelda Graves,50,0,5,,
2038,William Bertran,35,1,,,adults
284,Felix Murphy,38,1,,204,adults
5277,Charles Richards,25,1,,202,adults
5098,Henry Watson,57,1,,,adults
2395,Jason Mann,36,1,,186,adults
4784,Amy Patterson,52,0,4.7,,
8173,Mitch White,35,1,,199,adults
4783,Mathew Buitron,47,1,,,adults
797,Carl Edwards,20,1,,190,adults
4766,Winston Shearer,34,1,,,adults
6835,Ronald Bernier,41,1,,,adults
9868,Richard Mcclanahan,68,1,6.7,,adults
2349,Alecia Branton,66,0,4.8,,
8092,Geraldine Daniel,9,0,5.8,66,kids
4449,Lee Langford,43,1,5.6,,adults
7390,Eddie Jones,43,1,6.7,,adults
4386,Chad Fox,10,1,,71,kids
135,Anita Villegas,62,0,,,
9568,Joshua Price,37,1,,202,adults
3482,Dave Watland,69,1,,,adults
8705,Paul Lane,36,1,7,,adults
1779,Catherine Bryant,35,0,5.7,,
51,Frances Jones,34,0,4.6,154,
3770,Taylor Adams,20,1,,187,adults
3796,Robbie Mathis,67,0,,,adults
601,Susan Suazo,47,0,,,
2688,Kenneth Christofferso,47,1,6.3,188,adults
3223,Dean Gallagher,43,1,,,adults
794,Janice Boatright,48,0,,170,adults
3245,Mary Martel,28,0,,,
9443,Jeffrey Chandler,52,1,,193,adults
8832,Kevin Dominguez,36,1,5.7,,adults
3652,James Young,35,0,4.6,,
3155,David Staples,51,1,6.3,,adults
1792,Pamela Etheridge,53,0,4.9,,
1179,Mark Hinton,41,1,,198,adults
4018,James Noland,63,1,,198,adults
1694,Dorothy Grimes,40,0,5.6,174,
655,Douglas Hammen,25,1,,,adults
3252,Ralph Carrasco,25,1,6.5,,adults
3556,Julie Brooks,51,0,,162,
5561,Wallace Dickens,42,1,6,,adults
8959,Larry Smith,43,1,,,adults
3458,Joetta Lopez,18,0,,,
7313,Manuel Kohnz,62,1,,203,adults
6939,Thomas Carney,68,1,,,adults
6854,Carol Schofield,50,0,,,
2597,Pia Stamey,53,0,,,
3713,Willard Knoblock,47,1,,,adults
8193,Deborah Clark,39,0,,171,
4446,Kellie Morris,14,0,,145,youth
3952,Lisa Lang,33,0,,164,
4868,Dave Jones,36,1,6.6,205,adults
8493,Claudine Steinberg,62,0,5.2,170,
4186,Harry Kim,29,1,,,adults
8833,William Reardon,39,1,,199,adults
7177,Carrie Prejean,52,0,5.5,170,
1111,Heath Bubar,15,1,4.6,149,youth
9279,Donald Boyd,57,1,,204,adults
2016,Jenni Kranz,6,0,,76,kids
9411,Barbara Rose,44,0,5.5,,adults
5252,Tiffany Ford,16,0,,136,youth
5732,Earl Merhar,37,1,,,adults
1144,Tamara Higgins,30,0,6.1,,
2370,Gregory Ranson,10,1,4.7,80,kids
8836,Virgil Bastidas,38,1,,,adults
5470,Samuel Dykstra,45,1,,203,adults
8610,Mark Turner,47,1,,199,adults
3573,Joanne Tisdale,38,0,4.7,172,
2782,Brian Boyd,11,1,,74,kids
1151,Chad Sweeney,41,1,,195,adults
2335,Sue Beasley,23,0,,,
2231,Evelia Brown,48,0,,,
5607,Christopher Murphy,36,1,6.5,201,adults
7545,Kathleen Miles,25,0,,,
939,Jeffery Hall,55,1,5.1,207,adults
6011,Paul Mitchell,46,1,,,adults
2312,Jesse Baty,13,1,4.4,135,youth
2409,Addie Bublitz,33,0,5.6,,
4834,Tyler Rickey,31,1,,192,adults
1970,John Poole,41,1,6.5,,adults
3655,William Wilson,25,1,5.3,,adults
9855,Robert Sheppard,26,1,5.3,197,adults
6556,Keri Osei,36,0,5.7,,
5257,Ryan Lewis,35,1,,206,adults
9737,Margie Brroks,42,0,6.3,,
205,William Kreidel,32,1,6.3,197,adults
349,Dennis Tucker,51,1,5.4,197,adults
6098,Douglas Drake,21,1,,,adults
9513,Russell Sippel,34,1,6,,adults
2440,Jackie Congleton,38,0,5.5,166,
7333,Tracey Spencer,32,0,,162,
4639,Peter Dennis,25,1,6.3,201,adults
2618,Joseph Ochwat,60,1,,,adults
4634,Jaime Taggart,25,1,,,adults
1436,Gloria Fields,23,0,5.2,176,
9942,Christopher Hoogland,35,1,5.9,,adults
1437,Chelsie Neault,55,0,,,
9123,Kristen Baker,48,0,4.8,172,
8129,Juan Federico,30,1,5.1,,adults
5166,Mark Carlton,56,1,,,adults
7670,Jeremy Hawkins,52,1,,,adults
9382,Trent Campbell,55,1,5.8,,adults
2413,Nathan Pignone,49,1,,207,adults
8063,Eugene Sicard,16,1,,125,youth
1313,Jerry Ramsay,35,1,,,adults
2107,Kristine Collins,52,0,,,
3146,Dorinda Brinlee,45,0,,,
5905,Alberto Fiore,16,1,5.4,147,youth
8702,Edward Tippets,25,1,5.4,,adults
5120,Chad Fisher,36,1,,,adults
1033,Margaret Amigon,44,0,5.1,174,
2100,John Fettig,21,1,,,adults
2809,Ruth Ryder,33,0,,161,
2614,Henry Conner,69,1,6.4,,adults
4579,Jessica Lucas,64,0,,,
3174,Donald Garza,34,1,,,adults
4451,John Meneses,25,1,,190,adults
6106,Johnnie Marshall,37,0,,161,
4608,Dean Bautista,68,1,,201,adults
2901,Mary Mitchell,62,0,,,adults
2308,Pamela Hansen,37,0,,,
8458,Sara Muth,12,0,,71,kids
4330,Clarence Collins,6,1,,68,kids
4618,Brooks Judy,48,1,,,adults
9533,Nicholas Robertson,25,1,,201,adults
9974,Eugenia Perry,44,0,,,
5475,Sandra Royal,49,0,5.7,,
197,Caroline Stanton,44,0,6.3,,
9423,Timothy Fletcher,8,1,,84,kids
1716,Jeff Fortner,19,1,6.3,,adults
5282,Bruce Collins,48,1,7.1,,adults
9668,Jesus Richmond,52,1,,,adults
2214,Floyd Penick,47,1,,200,adults
3880,Sherrill Snyder,13,0,,149,youth
4464,Harold Oliver,34,1,6.5,192,adults
1972,Anthony Hance,29,1,,,adults
1225,Calvin Lee,23,1,,,adults
8241,Donald Montano,39,1,,199,adults
4461,Kathryn Silva,29,0,4.9,167,
219,Christopher Weaver,33,1,,,adults
3168,William Vanzandt,40,1,6,,adults
2109,Kevin Drew,43,1,,202,adults
7188,Jose Ortiz,25,1,,197,adults
8972,Renita Rouse,37,0,5.4,,adults
5599,William Dingell,62,1,,205,adults
1126,Douglas Tsuji,52,1,7.1,201,adults
5505,Donald Chung,51,1,,201,adults
206,Natalie Iman,43,0,,165,adults
4845,Dennis Colarusso,21,1,,,adults
2611,Julio Howe,27,1,5.7,,adults
5798,Iliana Morgan,55,0,5.2,,
3622,Kathleen Odom,14,0,5.4,138,youth
7673,James Peters,21,1,,,adults
3116,Jonathan Jordan,37,1,,201,adults
3428,Shelia Ruddell,25,0,,,
5214,David Lightfoot,41,1,5.6,190,adults
6245,Mickey Luna,54,1,,,adults
2340,Micheal Eady,45,1,,202,adults
7915,Daniela Johnson,7,0,,77,kids
1136,Joe Wilson,33,1,,195,adults
2333,Cathy Hill,44,0,5.7,,adults
9371,Joseph Souza,62,1,,196,adults
3603,Ryan Smith,6,1,4.7,77,kids
1233,Stephen Tapia,12,1,4.8,76,kids
9692,Edgar Shepard,38,1,,,adults
5594,Kyle Nelson,24,0,,,
4535,Kenneth Payne,22,1,,196,adults
5771,Bruce Dodd,40,1,,,adults
7406,Laura Diaz,49,0,,,
5935,Daniel Bocchi,46,1,,,adults
4339,Wanda Ryan,27,0,5,161,
7308,Dwight Jenkins,31,1,,203,adults
6020,Ronald Workman,47,1,,201,adults
525,Lindsey King,14,0,,142,youth
5775,George Peter,52,1,,,adults
2922,Danielle Johnston,40,0,4.9,,
649,Alberto Hester,51,1,,204,adults
7846,Kathlene Campbell,47,0,5.3,158,
9558,Edward Wright,8,1,4.9,77,kids
6108,Marion Connelly,42,1,,,adults
8097,Frank Jastrebski,33,1,6,195,adults
2385,Kevin Estes,25,1,,,adults
5378,Adam Hammond,37,1,,,adults
1783,Curtis German,39,1,,200,adults
1490,Ryan Pratt,34,1,6.2,,adults
4103,Russell Turner,28,1,,197,adults
1255,Abe Ray,45,1,,,adults
7552,Lillian Williams,28,0,,,
3291,Travis West,46,1,4.9,,adults
6864,Jerome Smith,46,1,,,adults
1607,Lester Cammarata,19,1,,193,adults
4980,Anna Tucker,41,0,,157,
2051,Victor Frye,40,1,5.3,196,adults
9361,Robert Moore,45,1,4.7,192,adults
3164,Katherine Snyder,37,0,5.2,170,adults
6604,Kelly Zimmerman,8,0,4.5,75,kids
1629,Charles Patterson,38,1,,,adults
5508,Will Brewer,30,1,,202,adults
4541,Felicia Leigh,32,0,,,adults
4019,Anthony Sowell,45,1,6,,adults
2389,Jacqueline Edwards,42,0,3.6,,adults
3293,Mary Wagner,26,0,4.9,,
7292,Diane Marsh,31,0,5.4,,
6067,Curtis Quick,50,1,5.5,194,adults
2923,Karl Williams,55,1,4.9,,adults
9998,Harriet Reynolds,6,0,,62,kids
2490,Larry Martin,28,1,,191,adults
1474,Jean Harry,8,0,4.8,76,kids
1123,Louise Part,31,0,,175,
4901,Clara Roberts,49,0,4.6,,
9700,Larry Davis,40,1,,197,adults
1309,Ethel Clowney,66,0,5.3,172,adults
3494,Kevin Bow,48,1,5.6,203,adults
3105,David Olvera,23,1,,,adults
6495,Michael Boyle,32,1,7.5,,adults
2666,Darryl Do,34,1,,187,adults
4960,Shane Melvin,37,1,,,adults
6109,Bruce Hake,59,1,,,adults
7844,Jerry Brinker,26,1,,,adults
3071,Mary Ledbetter,27,0,6.1,,
6332,Ana Heinrich,30,0,,165,
9432,Linda Graven,41,0,,,
5868,Jennifer Smith,42,0,,160,adults
3611,George Townsend,37,1,,,adults
546,Betty Luhnow,37,0,5.4,167,
707,Carol Thomason,43,0,5.5,,
6504,Terrell Pujols,31,1,5.7,,adults
7965,Jerome Comeaux,16,1,,137,youth
7307,Margie Long,49,0,4.6,,
4402,Albert Herrera,59,1,,,adults
8743,Angela Arteaga,7,0,4.9,69,kids
1626,Steven Egger,45,1,5.8,,adults
8164,Kelly Hill,34,0,,,
8201,Daniel Boatright,58,1,6.1,189,adults
2443,Walker Leighton,37,1,,,adults
2878,James Coffey,52,1,5.1,196,adults
746,John Furr,50,1,,,adults
4656,Nicole Nutt,25,0,4.7,,
2408,Robert Caldwell,49,1,,,adults
8002,Roy Williams,50,1,5.6,,adults
1065,Elmer Cooley,39,1,6.3,,adults
4965,Amy Haynes,14,0,,140,youth
7827,Nicolasa Powell,25,0,,177,adults
4964,Nancy Spillane,68,0,,,
8220,Sarah Fears,63,0,,,
4938,Carmen Austin,10,1,4.5,72,kids
6125,Pamela Johnson,48,0,5,163,
629,Sterling Mask,7,1,4.2,86,kids
8589,Tiffany James,49,0,4.9,,
5583,Freda Reyes,24,0,5.4,,
1205,Jose Morrell,29,1,,,adults
8988,John Comeaux,29,1,,201,adults
5375,Billy Willoughby,57,1,,195,adults
5416,Anthony Martinez,49,1,,,adults
810,Darrell Seitz,27,1,,192,adults
6416,John Silvio,36,1,,,adults
3274,Omer Dawson,17,1,,141,youth
8497,Benita Alvarez,40,0,5.4,174,
2943,James Dupree,35,1,5.1,,adults
3418,Jessica Heiser,26,0,,,
1521,Jessica Beisch,49,0,,,
9447,Richard Peterson,36,1,,201,adults
640,Wayne Swain,70,1,5.8,,adults
2891,Dorothy Palmer,30,0,5.2,160,
6658,Lewis Hamilton,45,1,5.6,190,adults
7112,Lucas Case,40,1,,,adults
2037,David Richards,42,1,,,adults
9579,Heidi Greenstreet,32,0,5,161,
9142,Richard Pontillo,65,1,5.5,,adults
7542,Ulysses Eberts,48,1,6.2,,adults
50,Sheila Buck,24,0,6.9,,
8926,Shauna Mingle,32,0,,,
7415,Clara Reiter,49,0,4.7,,
8083,Mervin Warren,56,1,,,adults
7426,Kyle Jackson,45,1,,,adults
6828,Celeste Bivins,67,0,,,
8897,Dolores Bahner,37,0,,,adults
8567,Talisha Blankenship,53,0,4.9,,
1643,Cassaundra Baker,36,0,,,
1041,Jeffrey Hill,40,1,,,adults
5235,Wade Edwards,29,1,,,adults
945,Amanda Kradel,50,0,5.4,159,
7671,Sandra Nichols,12,0,3.7,76,kids
753,Zachary Rosario,53,1,,186,adults
878,Paul Correra,57,1,,,adults
9470,Mary Buckner,53,0,6.3,163,
8178,Edward Brocato,47,1,,,adults
8038,Aaron Wilson,40,1,,,adults
7605,Robert Yoakum,30,1,,187,adults
377,Timothy Cummings,29,1,,195,adults
5601,Amie Benigno,49,0,,,
7509,Charles Edwards,52,1,,201,adults
7806,George Copper,14,1,,137,youth
1650,Clyde Sliva,18,1,,,adults
7865,Jason Hubley,18,1,,192,adults
6641,Lola Holliday,38,0,5.6,,
4748,Gary Crawford,46,1,,198,adults
3334,Dennis Chase,58,1,,197,adults
6031,Dora Vizarro,31,0,4.4,,adults
7553,Frank Bullock,55,1,,204,adults
3650,William Vasquez,47,1,5.7,,adults
9520,Paul Henning,55,1,,,adults
9272,Marcia Miller,59,0,5.4,,adults
5134,Carolyn Warren,41,0,5.3,172,adults
9374,Frank Schrom,52,1,,188,adults
3549,Angela Kelly,26,0,5.8,,
6544,Allan Waldron,36,1,,,adults
9851,Terry Freeman,29,1,5.7,,adults
4298,Estela Hansen,21,0,,,adults
8670,Frank Schade,27,1,,,adults
4168,Monty Keeler,39,1,6.2,,adults
8556,Steven Barcus,24,1,,194,adults
6669,Toshiko Dunstan,65,0,,,adults
3971,Joseph Anderson,21,1,,198,adults
3614,Brian Bryan,36,1,5.7,,adults
3859,Catherine Modglin,48,0,,,
9866,Corey Bogucki,40,1,,183,adults
5457,Desiree Banks,68,0,4.8,172,
4516,Louis Alberding,38,1,,197,adults
7120,Robert White,49,1,,,adults
4141,Harry Gibson,42,1,,,adults
7040,Lloyd Santiago,45,1,,189,adults
4878,Miguel Tucker,36,1,,196,adults
2023,David Sherman,8,1,4.4,66,kids
9317,Lisa Perkins,21,0,4.6,174,
6589,Marguerite Choate,28,0,4.8,174,
3840,Mae Reed,15,0,4.9,150,youth
4582,Beulah Lee,40,0,,,
5754,Anthony Koontz,55,1,,192,adults
5768,Renato Nakano,25,1,,,adults
6607,Wiley Peterson,15,1,,145,youth
6390,Tomas Hummer,43,1,,,adults
919,James Caldwell,20,1,6,,adults
4191,Philip Nehls,55,1,5.9,,adults
2837,Ethel Wilda,25,0,,155,
3025,Juanita Vance,30,0,,,
8262,Fausto Yi,45,1,,,adults
8474,Maria Mcmichael,40,0,,161,
5467,Willie Wilks,52,0,,,
7154,John Springer,27,1,5.3,,adults
8044,Steven Rodriquez,66,1,,191,adults
3970,James Moore,36,1,5.4,195,adults
3152,Peter Dorfman,57,1,,191,adults
3268,Russell Williams,40,1,,198,adults
7081,Brandon Schwartz,21,1,4.2,194,adults
6818,Nancy Crook,25,0,4.2,,
2425,Barbara Barr,32,0,,158,
8706,Hannah Meredith,39,0,4.8,172,
1209,Vera Gray,69,0,4.8,,
9823,Stephani Johnson,7,0,4.5,70,kids
944,Herschel White,26,1,,,adults
6337,Rene Parham,38,1,5.7,204,adults
9888,Arturo Needham,19,1,,,adults
2354,Hugo Kerrigan,45,1,,,adults
3372,Violet Whittlesey,49,0,5.3,170,
9603,Betty Downey,37,0,,170,adults
971,Michael Griffin,27,1,,,adults
8177,Ron Troy,67,1,6.3,,adults
1507,Patricia Tsuda,59,0,,,adults
686,Patty Martin,29,0,,,adults
3242,Charles Smith,12,1,5.9,77,kids
435,Hubert Gauze,29,1,,200,adults
1817,Dorothy Morgan,26,0,4.8,,
1410,Robert Stiles,60,1,5.8,208,adults
5090,Gary Frank,54,1,,202,adults
9898,Ollie Benjamin,39,1,,,adults
8660,Christy Powers,45,0,5.4,,
3065,Vaughn Gardner,32,1,6.6,,adults
4349,Richard Taylor,48,1,,,adults
7824,Nicholas Hale,52,1,,,adults
1354,Richard Youngblood,43,1,,198,adults
9826,Bryan Lynch,43,1,,,adults
3383,Joseph Hendrick,51,1,5.7,,adults
3216,Gary Jones,38,1,5.5,,adults
4817,James Fillingham,48,1,,199,adults
1237,Herbert Byers,38,1,,202,adults
7941,Ima Jarvis,46,0,,158,
9992,Robert Hendricks,23,1,4.9,,adults
7348,Jacob Smith,51,1,,,adults
760,Ellen Moore,42,0,,,
5187,Lenard Ramirez,20,1,,,adults
3592,Alice Chambers,60,0,5.2,,
4863,Felicita Neal,70,0,,,
1337,Mattie Benavides,11,0,6.3,75,kids
1197,Steven Sanderson,21,1,,,adults
3975,Jamie Singleton,34,1,,,adults
1296,Bernard Palmer,41,1,,,adults
7027,Darrin Carmona,43,1,5.8,202,adults
3926,Kent Lossett,65,1,5.8,,adults
825,Jason Ashton,36,1,,,adults
630,Mary Mero,42,0,,,
6112,Young Knisely,38,1,,198,adults
1818,Dale Driggs,46,1,,,adults
3618,Robert Sexton,57,1,,195,adults
9324,Albert Hopkins,50,1,5.6,197,adults
756,Debra Russ,50,0,,,adults
9740,Richard Cunningham,38,1,6,,adults
2513,Bobbie Youmans,26,0,,158,
